carat,cut,color,clarity,depth,table,price,x,y,z
1.43,Very Good,D,SI1,62.7,57.0,6666,6.09,6.04,3.8
0.94,Ideal,G,IF,60.5,57.0,4104,4.42,4.45,2.68
1.08,Fair,H,SI1,62.3,55.0,2579,4.99,4.99,3.11
1.99,Ideal,F,SI1,61.5,59.0,10865,9.19,9.12,5.63
0.3,Very Good,G,VS1,62.1,57.0,381,1.34,1.31,0.82
0.71,Good,E,VVS2,62.7,54.0,1865,2.85,2.9,1.8
0.28,Ideal,G,SI2,61.1,54.0,326,1.2,1.21,0.74
0.34,Ideal,F,SI1,62.1,51.0,486,1.46,1.45,0.9
0.48,Ideal,G,SI2,60.5,53.0,916,2.22,2.21,1.34
0.27,Ideal,G,VS2,60.3,56.0,367,1.18,1.18,0.71
0.41,Ideal,D,VS2,61.8,59.0,879,1.59,1.58,0.98
0.64,Very Good,D,VS1,61.5,54.0,1665,2.66,2.66,1.63
0.26,Very Good,E,VVS2,60.1,57.0,361,1.23,1.26,0.75
0.68,Ideal,D,SI2,61.5,56.0,2077,2.89,2.93,1.79
0.44,Ideal,E,VS2,61.7,60.0,888,1.66,1.65,1.02
0.43,Ideal,D,VS2,61.0,54.0,982,1.68,1.67,1.02
1.32,Premium,F,VVS1,63.1,58.0,6468,6.21,6.17,3.9
0.45,Premium,E,VS2,63.6,59.0,965,1.92,1.94,1.23
0.81,Ideal,J,SI1,63.6,59.0,1878,3.48,3.45,2.2
1.44,Very Good,I,VVS1,60.2,59.0,6337,6.76,6.69,4.05
0.87,Ideal,F,VVS1,61.3,58.0,3521,3.68,3.7,2.26
0.74,Ideal,G,SI2,58.7,56.0,1556,3.29,3.27,1.93
0.36,Premium,J,VVS2,61.4,56.0,525,1.6,1.61,0.99
0.85,Ideal,G,VVS2,62.7,55.0,2738,4.12,4.1,2.57
0.32,Ideal,I,VS2,62.5,57.0,426,1.36,1.37,0.86
0.24,Good,I,VS2,62.8,58.0,326,0.98,0.98,0.61
0.6,Ideal,J,SI2,62.5,53.0,1299,2.45,2.44,1.53
1.47,Premium,F,SI1,61.7,55.0,6600,5.68,5.69,3.51
0.37,Ideal,D,SI1,60.8,56.0,633,1.56,1.58,0.95
0.39,Very Good,D,SI2,61.9,58.0,688,1.73,1.73,1.07
0.62,Ideal,G,VS1,59.1,59.0,1820,2.84,2.87,1.69
0.28,Premium,G,SI2,60.8,55.0,349,1.26,1.25,0.76
0.77,Fair,F,SI2,61.5,58.0,1610,3.8,3.75,2.32
0.52,Ideal,E,SI2,62.5,59.0,1110,2.11,2.09,1.31
0.29,Good,H,VS1,59.9,57.0,354,1.33,1.34,0.8
0.52,Very Good,F,SI2,58.7,56.0,988,2.42,2.44,1.43
0.26,Ideal,G,SI2,61.1,51.0,337,1.16,1.14,0.7
0.69,Ideal,H,VVS1,62.9,63.0,1981,2.92,2.94,1.85
0.25,Premium,G,SI1,62.2,56.0,326,1.18,1.18,0.73
0.9,Ideal,E,VS1,61.6,60.0,3507,3.68,3.71,2.27
0.78,Premium,I,VVS1,60.0,57.0,2346,3.08,3.05,1.84
0.23,Very Good,D,SI2,61.4,58.0,326,0.96,0.97,0.59
0.24,Very Good,I,VS2,59.6,58.0,326,1.15,1.14,0.68
0.39,Ideal,I,VS2,62.9,60.0,700,1.8,1.81,1.14
0.27,Ideal,G,VS1,60.6,57.0,403,1.17,1.15,0.7
0.4,Ideal,H,IF,61.3,58.0,846,1.64,1.65,1.01
0.31,Ideal,F,SI2,61.0,55.0,507,1.39,1.4,0.85
0.77,Good,I,SI1,62.5,59.0,1624,3.33,3.33,2.08
0.27,Premium,E,VS2,63.8,57.0,457,1.1,1.1,0.7
0.22,Good,G,IF,62.3,59.0,326,0.92,0.9,0.57
0.33,Premium,D,VS1,63.7,56.0,579,1.3,1.31,0.83
0.43,Premium,J,VVS1,61.8,58.0,858,1.85,1.87,1.15
0.21,Ideal,J,SI2,60.2,62.0,326,0.95,0.96,0.57
0.88,Very Good,H,SI2,60.5,59.0,2400,2.96,2.93,1.78
0.88,Good,G,IF,61.9,58.0,2742,4.34,4.29,2.67
0.52,Very Good,E,SI1,60.6,58.0,1051,2.41,2.41,1.46
0.54,Ideal,G,VS1,62.1,59.0,1481,2.26,2.2,1.38
0.84,Premium,I,SI2,61.5,61.0,2038,3.85,3.85,2.37
0.88,Good,G,VS2,62.2,57.0,2465,3.97,3.94,2.46
0.73,Good,G,VVS1,60.3,60.0,2106,3.18,3.19,1.92
0.25,Ideal,I,VS1,61.0,57.0,326,1.05,1.04,0.64
0.64,Good,F,VS2,62.4,57.0,1487,2.55,2.53,1.59
0.64,Ideal,I,VVS1,61.8,57.0,1622,2.83,2.84,1.75
0.45,Ideal,G,SI2,60.9,56.0,899,2.03,2.03,1.24
0.29,Good,D,VS2,61.9,56.0,355,1.11,1.11,0.69
1.56,Good,H,VS2,62.0,62.0,7189,7.46,7.41,4.61
0.97,Ideal,I,I1,62.9,56.0,2667,4.5,4.53,2.84
0.49,Premium,G,I1,62.0,56.0,894,2.19,2.19,1.36
0.37,Premium,G,VS2,62.3,59.0,594,1.47,1.46,0.91
0.47,Ideal,I,VS1,61.9,61.0,976,2.09,2.08,1.29
0.53,Ideal,I,IF,62.5,55.0,1264,2.17,2.18,1.36
0.95,Ideal,J,SI1,62.2,57.0,2366,4.18,4.23,2.61
0.22,Ideal,F,SI1,62.3,59.0,326,0.94,0.94,0.59
0.78,Premium,G,VS2,60.6,56.0,2238,3.73,3.78,2.28
0.7,Good,I,VS1,60.6,63.0,1305,2.84,2.79,1.71
0.75,Ideal,G,VS2,61.4,57.0,2655,3.42,3.48,2.12
0.82,Premium,G,VS2,62.1,56.0,2242,3.11,3.16,1.94
1.77,Premium,G,SI1,62.1,58.0,8734,6.8,6.75,4.21
1.0,Ideal,F,VS1,62.6,57.0,3776,4.43,4.47,2.78
0.63,Good,E,SI1,61.1,59.0,1261,2.7,2.74,1.66
0.48,Premium,D,VS2,61.7,58.0,1139,1.97,1.98,1.21
1.16,Fair,G,VS1,61.1,58.0,3088,4.95,5.04,3.05
2.58,Premium,F,I1,63.4,57.0,15739,12.06,12.09,7.65
2.0,Good,I,VS2,60.9,60.0,8363,8.14,7.95,4.9
0.6,Good,E,VVS1,61.1,57.0,1381,2.49,2.47,1.51
0.73,Good,F,SI2,61.3,62.0,1566,2.93,2.89,1.78
1.06,Ideal,J,SI2,62.0,55.0,3080,4.73,4.77,2.94
0.46,Ideal,G,SI1,62.1,57.0,965,1.74,1.74,1.08
0.81,Premium,F,SI2,62.8,60.0,1906,3.34,3.32,2.09
0.44,Ideal,I,VVS2,60.6,57.0,872,2.03,2.03,1.23
0.68,Premium,H,VVS2,62.3,55.0,1618,3.06,3.02,1.89
0.28,Very Good,G,VS2,63.9,58.0,326,1.24,1.23,0.79
0.94,Ideal,I,VVS2,62.8,56.0,3773,4.09,4.08,2.57
0.25,Very Good,D,SI1,61.1,56.0,332,0.99,1.01,0.61
0.27,Ideal,F,VS2,59.3,58.0,423,1.1,1.11,0.66
1.08,Fair,I,VS2,62.2,59.0,2592,5.31,5.3,3.3
0.61,Ideal,F,SI1,62.9,59.0,1508,2.73,2.72,1.71
0.55,Fair,J,VS2,63.0,58.0,799,2.2,2.19,1.38
1.26,Ideal,E,VVS2,60.9,60.0,6814,6.24,6.26,3.81
0.4,Premium,F,VVS1,60.9,54.0,854,1.64,1.61,0.99
0.4,Ideal,G,SI1,62.0,59.0,796,1.55,1.56,0.96
0.58,Good,H,VVS1,60.2,57.0,1129,2.46,2.44,1.48
1.13,Premium,E,VS1,63.1,62.0,4807,4.66,4.62,2.93
0.32,Ideal,D,VS2,61.2,61.0,581,1.3,1.31,0.8
0.37,Premium,J,SI2,62.7,59.0,512,1.85,1.83,1.15
0.85,Ideal,J,VS1,63.2,55.0,2220,3.87,3.93,2.47
2.43,Ideal,F,SI1,63.0,59.0,15339,11.12,11.09,7.0
0.8,Premium,G,SI1,61.1,57.0,2227,3.26,3.29,2.0
0.61,Ideal,G,SI2,61.0,59.0,1447,2.81,2.85,1.73
1.24,Premium,I,SI1,63.1,56.0,4314,5.07,5.07,3.2
0.46,Ideal,G,VS1,62.5,55.0,1015,2.0,1.98,1.25
0.77,Fair,I,VS2,63.6,56.0,1293,3.49,3.44,2.2
0.34,Very Good,J,VS2,60.7,59.0,421,1.38,1.41,0.85
0.45,Ideal,G,VS1,62.7,58.0,869,2.05,2.03,1.28
0.83,Ideal,F,VVS2,60.6,56.0,2921,3.32,3.34,2.02
0.67,Premium,G,SI2,62.6,57.0,1762,2.4,2.39,1.5
1.37,Ideal,I,SI1,62.7,56.0,6000,6.36,6.41,4.01
0.32,Very Good,G,SI1,61.1,56.0,429,1.35,1.34,0.82
0.54,Very Good,J,VS2,60.1,60.0,953,2.2,2.23,1.33
0.23,Premium,J,VS1,61.5,55.0,326,0.95,0.96,0.59
1.94,Very Good,F,VS2,62.0,59.0,11679,7.88,7.99,4.92
0.66,Premium,G,VS1,60.3,57.0,1692,2.58,2.6,1.56
0.3,Good,H,VS2,61.4,60.0,382,1.18,1.18,0.73
1.16,Ideal,D,VVS2,61.3,57.0,5895,4.71,4.72,2.89
0.26,Ideal,G,SI2,62.1,59.0,326,1.02,1.02,0.63
1.28,Ideal,E,VS2,62.1,55.0,5557,6.39,6.41,3.97
0.22,Premium,I,SI2,62.8,55.0,326,0.96,0.96,0.6
1.61,Very Good,J,SI1,62.3,57.0,6137,8.09,8.0,5.01
0.38,Ideal,E,SI2,59.6,57.0,707,1.54,1.52,0.91
0.43,Ideal,H,VS2,61.0,57.0,745,1.92,1.9,1.16
0.69,Very Good,H,SI1,62.3,57.0,1702,3.13,3.15,1.96
1.62,Ideal,I,SI2,62.4,58.0,6615,7.5,7.44,4.66
0.31,Ideal,H,VVS2,61.8,57.0,486,1.18,1.17,0.73
0.42,Ideal,E,I1,59.0,53.0,668,1.75,1.78,1.04
0.77,Ideal,F,VS2,61.6,55.0,2251,3.49,3.51,2.16
0.24,Premium,E,VVS1,60.6,58.0,326,1.09,1.09,0.66
0.41,Premium,J,VVS2,63.6,60.0,760,1.74,1.73,1.1
0.7,Ideal,G,VS2,62.1,54.0,2031,3.04,3.05,1.89
0.49,Ideal,J,SI2,61.8,60.0,886,1.97,1.98,1.22
2.12,Fair,G,VVS2,62.1,55.0,10714,9.49,9.42,5.87
2.06,Fair,G,SI1,62.9,55.0,8776,8.46,8.46,5.32
1.51,Premium,I,SI2,62.4,61.0,5945,6.74,6.68,4.19
1.75,Ideal,I,IF,61.8,55.0,10818,7.95,7.88,4.89
1.72,Ideal,E,SI2,61.3,59.0,10781,7.2,7.14,4.39
1.12,Very Good,F,VS1,61.4,59.0,4190,4.78,4.83,2.95
1.69,Premium,D,SI1,63.0,57.0,8666,6.5,6.39,4.06
0.2,Premium,I,VVS2,60.6,57.0,326,0.83,0.85,0.51
0.96,Ideal,I,VS2,62.5,58.0,3146,3.94,3.91,2.45
0.58,Ideal,D,VVS1,63.4,55.0,1950,2.32,2.33,1.47
0.52,Ideal,E,VS2,61.1,53.0,1364,2.14,2.17,1.32
0.27,Premium,G,SI1,61.8,60.0,326,1.29,1.29,0.8
0.42,Premium,G,IF,60.6,57.0,897,1.78,1.78,1.08
0.44,Very Good,G,VS2,60.0,62.0,792,1.86,1.87,1.12
0.32,Good,J,VVS2,60.9,59.0,429,1.46,1.46,0.89
1.65,Ideal,I,VVS2,61.1,59.0,8029,7.09,7.13,4.35
0.67,Ideal,D,VS2,62.2,57.0,2202,2.88,2.93,1.81
1.9,Ideal,F,VS2,59.7,53.0,12912,8.45,8.6,5.08
0.64,Ideal,F,SI1,61.3,55.0,1694,2.96,2.99,1.82
0.58,Premium,F,VS2,63.4,59.0,1317,2.69,2.66,1.69
0.45,Ideal,I,VS2,61.4,59.0,716,2.09,2.06,1.27
0.31,Ideal,F,SI1,62.1,59.0,530,1.14,1.13,0.71
0.3,Ideal,G,VVS2,61.3,59.0,510,1.37,1.4,0.85
0.85,Very Good,G,SI1,61.8,58.0,2264,3.83,3.83,2.37
1.04,Premium,E,VS1,62.3,58.0,4758,4.28,4.27,2.67
0.22,Good,F,IF,62.7,56.0,326,0.93,0.94,0.59
0.26,Ideal,I,IF,61.5,54.0,413,1.17,1.16,0.72
0.87,Premium,I,VVS2,62.3,55.0,2428,3.82,3.81,2.38
0.29,Very Good,D,VVS2,59.9,61.0,469,1.13,1.13,0.68
0.44,Ideal,G,VVS2,62.3,57.0,778,1.88,1.89,1.17
0.99,Premium,H,VS1,62.3,58.0,3468,4.71,4.77,2.96
1.23,Very Good,H,SI2,61.1,59.0,4284,5.59,5.62,3.43
1.43,Good,H,SI2,61.1,57.0,4864,6.49,6.46,3.96
0.41,Ideal,I,VS2,62.2,57.0,788,1.81,1.8,1.12
0.66,Premium,D,VS1,61.0,56.0,2025,2.77,2.75,1.68
0.53,Ideal,F,SI1,60.1,56.0,1205,2.2,2.26,1.34
0.82,Premium,I,VVS1,63.4,57.0,2764,3.19,3.2,2.03
0.87,Ideal,I,SI1,61.3,60.0,2447,4.0,3.99,2.45
0.33,Premium,E,SI1,62.7,59.0,546,1.35,1.34,0.84
1.63,Premium,G,VVS2,62.1,59.0,8799,7.68,7.59,4.75
0.53,Ideal,E,VS2,63.7,58.0,1415,1.9,1.9,1.21
0.33,Premium,I,SI2,61.1,61.0,447,1.29,1.29,0.79
0.36,Good,H,SI1,60.9,57.0,499,1.59,1.62,0.98
0.28,Fair,E,VS2,62.3,59.0,326,1.05,1.06,0.66
0.29,Ideal,H,SI1,62.6,57.0,378,1.19,1.18,0.74
1.16,Ideal,G,VS2,61.8,57.0,4106,5.37,5.43,3.34
1.11,Ideal,E,VVS2,63.3,59.0,5599,4.64,4.61,2.93
0.49,Very Good,J,VS2,63.5,56.0,763,2.19,2.19,1.39
0.54,Good,E,VS2,61.7,53.0,1074,2.04,2.04,1.26
0.23,Fair,G,SI2,61.7,56.0,326,0.98,0.98,0.6
0.34,Very Good,G,SI2,63.2,61.0,487,1.58,1.58,1.0
0.34,Premium,I,VS2,63.0,57.0,581,1.65,1.65,1.04
1.12,Premium,E,SI1,61.6,53.0,4040,4.83,4.82,2.97
0.49,Premium,G,SI1,61.5,57.0,804,2.06,2.05,1.26
0.22,Ideal,D,VS2,64.5,59.0,339,1.03,1.01,0.66
0.36,Very Good,I,SI2,60.6,57.0,489,1.82,1.83,1.11
0.5,Premium,E,SI1,61.5,57.0,1051,1.69,1.7,1.04
0.29,Ideal,H,VVS2,61.9,56.0,420,1.32,1.31,0.82
0.24,Premium,G,VS1,62.3,57.0,336,1.03,1.03,0.64
0.29,Ideal,D,VS1,60.3,63.0,497,1.32,1.33,0.8
0.34,Ideal,E,VS2,62.1,59.0,641,1.61,1.61,1.0
0.54,Ideal,E,VS1,61.3,58.0,1378,2.44,2.45,1.5
0.93,Very Good,I,VS2,60.7,54.0,2564,4.12,4.11,2.5
0.33,Ideal,G,SI2,62.6,59.0,517,1.42,1.42,0.89
1.05,Premium,J,VS2,61.4,55.0,3562,4.41,4.49,2.73
1.1,Very Good,D,VS1,62.1,57.0,4839,4.93,4.98,3.08
0.75,Premium,D,SI1,60.5,57.0,2113,3.28,3.29,1.99
0.57,Ideal,J,VS1,62.9,57.0,1071,2.47,2.48,1.56
0.27,Premium,H,SI2,61.2,56.0,326,1.34,1.35,0.82
0.6,Very Good,I,SI1,62.6,56.0,1011,2.53,2.5,1.58
0.48,Ideal,J,VS1,61.6,53.0,922,2.42,2.47,1.51
0.28,Very Good,J,SI1,60.1,61.0,326,1.18,1.17,0.71
0.26,Good,D,VS1,62.6,57.0,370,1.12,1.1,0.69
0.35,Good,E,VS1,61.7,58.0,573,1.57,1.56,0.97
0.85,Good,E,SI1,60.2,57.0,2388,3.61,3.68,2.19
0.68,Very Good,I,VS2,62.1,51.0,1592,3.04,3.05,1.89
0.28,Good,F,VVS1,61.4,57.0,394,1.18,1.19,0.73
0.5,Ideal,G,VS2,63.0,57.0,1124,2.29,2.28,1.44
0.36,Very Good,I,SI2,60.6,57.0,494,1.47,1.48,0.89
1.36,Very Good,H,SI1,60.1,58.0,5115,5.83,5.85,3.51
0.23,Ideal,D,VVS2,61.5,54.0,347,1.05,1.04,0.64
0.38,Premium,G,VS2,61.6,60.0,709,1.64,1.63,1.01
0.34,Ideal,D,SI2,62.0,56.0,602,1.41,1.42,0.88
0.46,Very Good,G,SI1,60.7,60.0,825,2.02,2.0,1.22
0.25,Very Good,E,VS1,61.8,58.0,329,1.01,1.01,0.63
0.33,Fair,D,VS1,62.2,59.0,449,1.45,1.45,0.9
1.42,Very Good,I,VS2,62.3,58.0,5031,6.6,6.63,4.12
0.31,Very Good,J,VS1,61.5,61.0,388,1.58,1.58,0.97
0.37,Very Good,J,SI1,61.6,58.0,520,1.43,1.45,0.89
0.45,Good,F,VS2,60.6,58.0,680,1.98,1.98,1.2
0.35,Good,I,VS2,61.7,55.0,436,1.4,1.4,0.86
0.7,Premium,H,SI1,63.0,58.0,1441,2.87,2.86,1.8
2.0,Very Good,I,VS1,62.5,59.0,9270,9.1,9.0,5.65
0.58,Premium,I,VS1,60.8,59.0,1272,2.34,2.35,1.43
1.07,Premium,J,VVS2,61.3,59.0,3846,4.37,4.36,2.68
0.24,Ideal,E,SI1,61.7,56.0,340,1.06,1.06,0.65
0.47,Fair,I,VS1,60.6,55.0,556,1.99,2.02,1.22
0.36,Ideal,H,SI1,61.4,56.0,612,1.51,1.49,0.92
0.39,Ideal,F,VVS1,62.6,58.0,679,1.65,1.64,1.03
1.14,Good,F,SI1,60.3,59.0,3501,4.97,4.97,2.99
0.58,Ideal,E,VVS2,60.5,59.0,1531,2.31,2.31,1.4
0.43,Ideal,J,VVS2,61.3,60.0,739,1.84,1.82,1.12
0.39,Good,I,SI1,63.4,57.0,529,1.69,1.71,1.08
0.23,Very Good,H,SI1,61.7,59.0,326,1.04,1.03,0.64
1.32,Ideal,G,SI2,62.7,57.0,5618,5.94,5.97,3.73
0.41,Ideal,E,VVS1,60.4,60.0,1118,1.88,1.87,1.13
0.67,Very Good,I,VS1,63.2,55.0,1521,2.67,2.66,1.68
0.64,Very Good,D,VVS2,62.9,53.0,1570,3.0,2.96,1.88
0.51,Premium,G,VS2,62.1,58.0,965,2.24,2.27,1.4
1.01,Premium,I,SI2,61.2,57.0,2926,4.07,4.01,2.47
0.39,Premium,H,SI1,63.1,54.0,665,1.65,1.65,1.04
0.57,Premium,H,SI1,62.0,57.0,1269,2.33,2.35,1.45
0.35,Premium,D,VS2,64.3,60.0,558,1.54,1.51,0.98
1.12,Ideal,F,SI2,63.5,58.0,3869,4.83,4.82,3.06
0.68,Fair,H,VS1,60.7,58.0,1445,2.98,2.97,1.81
0.43,Very Good,D,SI1,61.7,58.0,980,1.9,1.88,1.17
0.21,Ideal,F,VS2,61.5,60.0,326,0.88,0.88,0.54
0.7,Ideal,F,SI2,62.6,55.0,1700,3.06,3.06,1.91
0.84,Premium,G,VS1,61.0,58.0,2316,3.76,3.8,2.31
0.66,Premium,F,VS2,59.2,56.0,1759,2.54,2.57,1.51
2.36,Good,G,VVS1,61.0,57.0,13648,9.43,9.61,5.8
0.26,Premium,G,SI1,61.9,52.0,380,1.23,1.24,0.77
0.37,Premium,E,VVS1,62.1,59.0,861,1.63,1.62,1.01
0.47,Very Good,E,VVS1,62.5,60.0,1151,2.01,1.98,1.25
0.45,Very Good,I,SI1,61.7,59.0,676,2.02,2.01,1.24
0.88,Premium,G,VVS1,61.8,59.0,3184,3.69,3.7,2.28
0.27,Fair,F,SI1,61.0,55.0,326,1.17,1.18,0.72
0.24,Very Good,G,SI1,62.0,60.0,326,1.15,1.17,0.72
0.22,Very Good,E,VVS1,61.1,55.0,351,0.89,0.91,0.55
0.78,Very Good,E,VVS2,61.6,54.0,2366,3.28,3.3,2.03
0.98,Good,G,VS2,61.3,56.0,2317,3.72,3.69,2.27
0.52,Ideal,F,SI2,63.1,55.0,913,2.1,2.08,1.32
0.44,Premium,G,VS2,61.8,55.0,916,1.98,1.99,1.23
0.3,Ideal,E,VVS2,63.5,56.0,520,1.3,1.28,0.82
0.52,Ideal,E,VS2,63.6,60.0,1311,2.21,2.22,1.41
0.26,Premium,F,SI2,62.1,57.0,326,1.01,1.01,0.63
0.26,Good,F,SI1,59.9,61.0,326,1.16,1.17,0.7
0.49,Premium,I,VS1,62.8,57.0,785,2.19,2.17,1.37
0.21,Premium,D,VVS2,61.4,62.0,326,0.86,0.85,0.52
0.83,Ideal,J,IF,60.0,56.0,2683,3.83,3.85,2.3
1.5,Premium,J,VVS2,61.6,60.0,6561,6.44,6.39,3.95
0.4,Good,G,VVS2,62.3,58.0,586,1.65,1.65,1.03
0.72,Very Good,H,SI1,61.9,58.0,1945,3.09,3.11,1.92
1.42,Premium,J,VVS2,61.4,57.0,5932,6.11,6.11,3.75
0.33,Ideal,E,VVS1,60.9,55.0,660,1.33,1.35,0.81
0.59,Premium,F,VS1,60.2,58.0,1435,2.89,2.92,1.75
0.64,Very Good,D,VS2,60.8,59.0,1539,2.64,2.69,1.62
1.08,Ideal,G,VVS2,62.5,52.0,4477,4.37,4.41,2.74
0.67,Premium,E,VS2,63.0,56.0,1995,3.12,3.21,1.99
0.97,Very Good,J,VVS2,59.6,57.0,2370,4.12,4.14,2.46
0.36,Good,G,VS2,61.9,60.0,503,1.52,1.5,0.93
0.8,Very Good,J,SI2,61.3,63.0,1716,3.25,3.2,1.98
0.55,Very Good,E,VVS1,63.5,59.0,1582,2.58,2.58,1.64
0.61,Very Good,H,IF,61.1,56.0,1645,2.83,2.82,1.72
0.8,Very Good,H,IF,61.7,60.0,2703,3.46,3.51,2.15
1.05,Very Good,F,VVS1,62.1,61.0,4224,5.16,5.11,3.19
0.33,Very Good,J,VS2,61.4,58.0,431,1.34,1.34,0.82
0.34,Ideal,G,VS1,63.9,57.0,587,1.4,1.38,0.89
3.65,Good,E,VVS2,61.4,57.0,18823,14.9,14.93,9.15
0.23,Premium,J,SI2,61.8,57.0,326,1.03,1.05,0.64
0.26,Premium,G,SI2,63.2,55.0,326,1.11,1.11,0.7
0.56,Ideal,E,SI2,62.8,56.0,1382,2.19,2.17,1.37
0.6,Good,F,SI1,63.0,58.0,1179,2.39,2.4,1.51
0.83,Premium,H,SI1,61.3,55.0,2148,3.27,3.29,2.01
1.43,Ideal,G,VS2,61.8,60.0,7339,6.47,6.46,3.99
1.45,Ideal,H,SI1,61.9,59.0,6590,6.69,6.66,4.13
0.71,Ideal,H,VVS2,62.1,55.0,2169,3.19,3.15,1.97
0.9,Very Good,E,SI1,60.8,57.0,2464,3.76,3.82,2.3
0.73,Very Good,F,VS1,60.2,57.0,2204,2.99,3.01,1.81
0.29,Ideal,H,IF,62.4,58.0,450,1.31,1.29,0.81
1.65,Ideal,H,VS1,62.9,54.0,7539,6.93,6.76,4.31
1.13,Premium,D,SI2,62.3,62.0,4395,4.53,4.55,2.83
0.25,Premium,F,SI2,59.6,54.0,326,1.2,1.2,0.72
2.31,Very Good,J,VVS2,60.2,62.0,12685,10.73,10.81,6.48
1.13,Ideal,I,SI1,62.4,57.0,3751,4.76,4.68,2.94
1.32,Very Good,H,SI1,60.8,60.0,5061,6.12,6.16,3.73
0.57,Very Good,D,VVS2,62.6,59.0,1462,2.21,2.17,1.37
1.38,Premium,G,VS1,63.4,58.0,5650,5.99,6.03,3.81
0.4,Premium,D,VS1,59.7,59.0,778,1.93,1.96,1.16
0.29,Very Good,H,VS1,61.6,53.0,435,1.16,1.16,0.71
0.22,Good,H,VS1,61.4,56.0,326,0.93,0.92,0.57
0.35,Premium,G,VS1,60.7,57.0,642,1.55,1.55,0.94
1.22,Very Good,D,VS1,61.0,63.0,5150,5.45,5.41,3.31
0.72,Premium,H,SI2,62.1,56.0,1593,2.95,2.95,1.83
0.41,Very Good,I,SI1,63.0,57.0,650,1.89,1.85,1.18
0.33,Premium,G,SI2,60.7,57.0,504,1.45,1.44,0.88
0.35,Premium,H,VVS2,60.1,54.0,566,1.28,1.29,0.77
0.76,Good,D,VS2,62.6,57.0,2267,3.79,3.75,2.36
0.29,Very Good,H,IF,61.2,59.0,462,1.27,1.27,0.78
0.27,Good,H,VS1,62.3,55.0,326,1.18,1.17,0.73
0.7,Good,F,VS2,62.1,59.0,1711,2.78,2.81,1.74
1.26,Ideal,H,VVS1,63.1,57.0,5394,5.45,5.48,3.45
0.95,Very Good,H,IF,61.9,59.0,3170,4.86,4.95,3.03
0.24,Ideal,G,VS1,63.6,57.0,371,0.99,1.0,0.63
0.96,Very Good,E,VS1,60.4,57.0,3822,4.56,4.55,2.75
1.37,Ideal,F,VS2,62.8,58.0,6806,6.39,6.34,4.0
0.79,Ideal,J,SI2,61.2,55.0,1880,3.51,3.47,2.14
0.93,Premium,G,VS1,62.9,58.0,3113,4.1,4.07,2.57
1.25,Premium,D,VVS2,61.2,59.0,6337,5.09,5.07,3.11
0.58,Premium,J,VS2,61.3,59.0,1161,2.27,2.31,1.4
0.59,Very Good,E,SI1,62.7,56.0,1334,2.82,2.81,1.76
0.66,Ideal,F,VVS2,61.8,62.0,1798,2.74,2.78,1.71
0.32,Ideal,E,VVS1,62.7,54.0,639,1.37,1.36,0.86
0.48,Ideal,J,VVS2,59.7,59.0,993,2.0,2.01,1.2
0.58,Good,F,SI1,62.5,60.0,1085,2.55,2.54,1.59
0.22,Ideal,H,SI1,60.6,58.0,326,1.0,1.01,0.61
0.53,Ideal,G,VS2,62.7,57.0,1437,2.45,2.49,1.55
0.7,Very Good,D,SI2,59.8,56.0,1812,3.42,3.39,2.04
0.89,Good,F,VS1,61.2,58.0,2408,4.2,4.24,2.58
0.22,Ideal,F,VS1,62.0,57.0,326,0.99,0.99,0.61
0.6,Premium,J,IF,60.9,58.0,1497,2.32,2.32,1.41
0.92,Ideal,I,SI1,58.8,58.0,2808,3.99,4.06,2.36
0.3,Good,I,VS1,60.9,58.0,351,1.24,1.24,0.75
0.41,Ideal,F,VS2,60.9,56.0,819,1.68,1.69,1.02
0.24,Very Good,F,SI2,63.1,56.0,326,0.98,0.97,0.62
0.45,Very Good,G,VVS1,60.6,57.0,992,1.96,1.93,1.18
0.35,Very Good,H,SI2,63.4,56.0,435,1.43,1.43,0.9
0.42,Ideal,H,SI2,61.9,59.0,791,1.82,1.83,1.13
0.3,Ideal,I,SI1,64.5,58.0,401,1.23,1.21,0.78
0.36,Premium,I,IF,60.8,54.0,716,1.67,1.66,1.01
0.45,Very Good,D,SI2,59.7,60.0,887,1.8,1.85,1.09
0.21,Ideal,I,SI1,62.0,58.0,326,0.96,0.96,0.6
0.39,Premium,H,VS2,61.4,57.0,531,1.64,1.65,1.01
0.28,Ideal,G,SI1,62.7,57.0,327,1.29,1.29,0.81
1.56,Premium,H,VS1,60.8,55.0,7956,8.0,8.0,4.86
0.43,Premium,I,SI1,61.7,56.0,654,1.87,1.86,1.15
0.45,Premium,G,VS1,63.1,58.0,958,1.86,1.84,1.17
1.29,Very Good,E,SI1,62.6,56.0,5317,5.87,5.86,3.67
1.04,Ideal,G,SI2,59.4,54.0,3711,4.09,4.14,2.45
0.24,Premium,J,VS2,61.4,55.0,326,1.07,1.05,0.65
0.23,Very Good,I,VS2,62.8,60.0,326,0.9,0.9,0.57
1.14,Ideal,E,SI1,62.5,62.0,4683,5.29,5.39,3.34
0.26,Premium,H,SI1,62.4,57.0,329,1.07,1.07,0.67
0.51,Premium,E,VS2,63.7,61.0,1177,2.07,2.07,1.32
0.28,Ideal,F,VS2,63.2,56.0,385,1.2,1.2,0.76
0.49,Ideal,G,VS1,61.1,56.0,1107,2.02,2.03,1.24
0.32,Good,G,SI2,62.2,60.0,394,1.25,1.27,0.78
